collection,product_id,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
pendant-lights,6896521281697,"Industrial Ceiling Pendant | 22cm E27 Fitting | Bedroom, Hall~1275",0.0,,2,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,6895318237345,Industrial Pendant Lighting Kitchen Island Hanging Lamps E27~1276,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,6895095840929,Commercial Pendant Light New Mordern lighting ~1277,0.0,30,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6891249565857,Industrial Dome Pendant Light E27 ~1288,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,6889804234913,Ledsone Umbrella Pendant Light E27 Metal Shade Modern Style ~1291,0.0,20,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,6887544815777,Modern golden Ceiling Light E27 Holder Pendant Lights~1294,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6885499404449,Vintage 3-Light Pendant Lamp Hanging Light Fixture ~1301,0.0,20,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,6885401755809,Industrial Vintage 3 Way Cluster Pendant Light E27 Fitting ~1302,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6883611410593,3 Way Vintage Industrial Cluster Pendant Light Metal Retro Loft Lampshade~1305,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6883290972321,Vintage Pendant Light Shade Metal Lamp Ceiling Lights Brushed Metal Lampshade~1307,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,6883251028129,Metal Adjustable Cage Pendant Light - E27 Base  ~1308,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6876475523233,Industrial Metal Cage Pendant Ceiling Lamp Light~1316,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6876281208993,Vintage Industrial Satin Nickel Pendant | Modern Ceiling Light~1318,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6876244082849,Ledsone Vintage Dome Pendant Light | E27 Industrial Ceiling Lamp~1319,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,6874011828385,Vintage Modern Industrial Ceiling Lamp Shade Pendant Light Retro Loft French Gold~1320,0.0,50,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6873654788257,Satin Nickel Industrial Metal Dome Pendant Light with Adjustable Base~1322,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6873605210273,Modern Lenier Style 3 Light Ceiling Pendant ~1323,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6873580241057,Modern 3-Light Pendant Ceiling Fixture Lighting | Chrome Finish Home Use~ 1324,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,6863327068321,2 Bulb Woven Globe Ceiling Pendant Fixture Easy Fit Boho ~1331,0.0,8100,0,N/A (COGS pending),3,High
pendant-lights,6863281488033,Modern Pendant Light Rattan Wicker Basket Ceiling Pendant Light Kit~1332,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6863219163297,Rattan Wicker Ceiling Pendant Light Shade Hanging Light Antique décor Lampshade~1334,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6863171322017,Retro Cone Pendant Light | Industrial Kitchen Island Lamp ~1335,0.0,170,2,N/A (COGS pending),6,Low
pendant-lights,6860486213793,vintage industrial metal ceiling pendant shade retro light~1336,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6860377555105,Vintage  Modern Metal Ceiling Pendant Light Chrome Hanging Lamp With 95cm Adjustable Wire~1337,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6856559394977,3 Head Cluster Pendant Light Hanging Ceiling Light Lamp Decor~1351,0.0,1000,0,N/A (COGS pending),6,Low
pendant-lights,6856525021345,modern ceiling pendant lamp cage fitting black small vintage light~1352,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6856501002401,3 Way Cluster Hanging Ceiling Pendant Light E27 Chrome Light Fitting Lamp Kit~1353,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6855745929377,Industrial Black Ceiling Pendant Light Metal Shade | 95cm Adjustable Cable ~1354,0.0,0,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,6852485021857,Industrial 3 Light Pendant Red/Black ~1356,0.0,720,0,N/A (COGS pending),6,Low
pendant-lights,6852406640801,Metal Diamond Cage Ceiling Pendant Light Modern Hanging Lamps~1357,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6851868721313,Black Cage Pendant Light For Kitchen Island~1360,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6851839361185,Modern Ceiling Pendant Cage Fitting Rose Gold Diamond Lights~1361,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6845851041953,Modern Vintage Ceiling Pendant Light Cone Shade Shape Hanging Light ~1363,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6845769121953,Vintage Industrial Metal Ceiling Pendant Dome Shade Modern Hanging Retro Light~1364,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6842416431265,Metal E27 Pendant Light 29cm Dimmable  ~1386,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,6837440118945,Industrial E27 Black Light Ceiling Pendant Light Cage Hanging Lampshade Fitting Kit~1401,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6818484650145,Wavy Shade Retro Style Metal Vintage Ceiling Pendant Lamp Light Modern Lighting Industrial Design~1411,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6818256912545,3 Head Rectangle Base Industrial Metal Cage Ceiling Pendant Light UK~1414,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6812500557985,Industrial Rattan Wicker Design Chandelier Ceiling Pendant Light Brown Finish~1416,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6774479618209,Industrial Loft 3 Head White Pendant Ceiling Light Hanging Lamp UK~1426,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6774423814305,Industrial 3-Light Glass Pendant Triple E27 Amber Bell Cone Fitting~1428,0.0,720,0,N/A (COGS pending),6,Low
pendant-lights,6774298673313,Industrial Barn Style Metal Pendant Ceiling Light E27~1429,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6773916827809,Two-Layer Pendant Light | Black & Blue E27 Modern Shade~1430,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6770690130081,Retro Orange Ceiling Lamp Shade Pendant Light~4966,0.0,170,12,N/A (COGS pending),6,Low
pendant-lights,6768034480289,Red Retro Ceiling Pendant Light Fixture for Kitchen Island ~1435,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6750851334305,Industrial Metal Dome Pendant Light E27~1475,0.0,50,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749411606689,Vintage Yellow Brass Pendant Light | Industrial E27 Metal Ceiling Lamp~1477,0.0,70,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749411344545,Black Industrial Retro Ceiling Pendant Light~1478,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749411016865,Brushed Silver Industrial Retro Ceiling Pendant Light~1479,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749410328737,Brushed Copper Industrial Retro Ceiling Pendant Light~1481,0.0,0,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749409804449,Modern Mid-Century Umbrella-Shaped Pendant Light~1482,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749409411233,3 Head Industrial Brushed Copper Wavy Metal Ceiling Pendant Light~1483,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749409181857,Brushed Copper Wavy Metal Ceiling Pendant Light~1484,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749409083553,3 Outlet Rustic Red Wavy Metal Ceiling Pendant Light~1485,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749408919713,Rustic Red Wavy Metal Ceiling Pendant Light~1486,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749408624801,Black 3 Pendant Light with Gold holder~1487,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6749408460961,3 Outlet Black Wavy Metal Ceiling Pendant Light~1488,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749408166049,Black Wavy Metal Ceiling Pendant Light~1489,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749407838369,Industrial Square Wire Cage Ceiling Pendant Light~1490,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749407641761,Curvy Black Shade Industrial Hanging Ceiling Lighting~1491,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,6749407477921,Black 3 Way Pendant Light Fixture Cone Shade Hanging Pendant Ceiling Lights~1492,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6749407281313,Industrial Black Square Wire Cage Pendant | Modern Kitchen Lighting ~1493,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749407051937,Retro Industrial Metal Wire Cage Black Pendant Light | Ceiling Hanging Lamp ~1494,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6749406855329,Black 4 Light Cage Ceiling Light ~1495,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,6749406724257,Retro Ceiling Light Suitable E27 Black Wire Cage With Adjustable Black Cable~1496,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,6685792403617,Industrial Retro Pendant Light Shade Suspended Ceiling Lights Style Metal Lamp~1505,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685792338081,Retro Metal Pendant Chrome Ceiling Light Lamp Shade~1506,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685792272545,Orange Painted Metal Shade Lighting Vintage Pendant Light~1507,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685792207009,Three Outlet Black Pendant Light 3 Lights Modern Drop Hanging Light~1508,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6685791912097,Modern Black Pendant Light Curvy Ceiling Hanging Lights~1510,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6685791551649,Red Kitchen Island Pendant Light Cluster~1513,0.0,110,1,N/A (COGS pending),6,Low
pendant-lights,6685791322273,Vintage Industrial Pendant Light | Retro Loft Style~1515,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685791223969,Brushed Silver Iron Wheel Chandelier Retro Industrial Style Chandelier~1516,0.0,30,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685791125665,Rustic Style Metal Pendant Light Hanging Lamp Ceiling Industrial Brushed~1517,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6685791027361,3 Lights Hanging Chandelier With Adjustable Cable With Black Shade~1518,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,6685790797985,Pendant Lights In French Gold Golden Hanging Lights~1520,0.0,6600,1,N/A (COGS pending),3,High
pendant-lights,6681553207457,Hemp Rope 1 Head Pendant Ceiling Light Retro Lamp~1522,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6669122240673,LEDSone industrial Bell Shape Ceiling Pendant Light Hemp Rope Hanging Light E27 Lamp Shade~1533,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6669121814689,Drum Shape Ceiling Pendant Light Hemp Rope Hanging Light E27 Lamp Shade~1534,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6669121388705,Boho Pendant Light 1m With Chain ~1535,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6666853646497,Blue Pendant Lamp Industrial style Decorative Ceiling lamp~1537,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,6666853482657,Green Pendant Lamp Industrial style Decorative Ceiling lamp~1538,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6666853318817,Yellow Pendant Lamp Industrial style Decorative Ceiling lamp~1539,0.0,40,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6666853122209,Red Pendant Lamp Industrial style Decorative Ceiling lamp~1540,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,6666852925601,White Pendant Lamp Industrial style Decorative Ceiling lamp~1541,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,6666852728993,Black Pendant Lamp Industrial style Decorative Ceiling lamp~1542,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6666852532385,3 Head Pendant Light Chandeliers Industrial Metal Cage Wire Frame Loft Ceiling~1543,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,6666852139169,Industrial Metal Ceiling Pendant Light E27 Base ~1544,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6655619530913,Natural Rattan Wicker Ceiling Pendant Light Lampshade Metal Pendant Lighting Kit - Basket Shape~1562,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6655619236001,Vintage Industrial Metal Ceiling Pendant Shade Modern Hanging Retro Light Lamp~1563,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6637699301537,Modern Industrial Lampshade Chandelier Ceiling Pendant Light Pub Restaurant Lamp~1567,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6637698285729,Vintage Industrial Pendant Light E27~1570,0.0,50,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,6635418910881,Multi Outlet 8 Way Ceiling Pendant Light For 2m PVC Cable~1571,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6629057757345,Four Outlet Retro Modern Orange Ceiling Pendant Industrial Light Shade Chandelier~1581,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6620252012705,Retro Style 3 Way Rustic Red Metal Pendant Ceiling Light Fitting~1582,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6620251357345,Metal Black 3 Hanging Light Shade~1583,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6620250898593,Brushed Copper 3 Point Multi Drop Outlet Ceiling Light~1584,0.0,880,1,N/A (COGS pending),6,Low
pendant-lights,6614011674785,Curvy Pendant Lighting Metal Industrial Vintage Hanging Ceiling~1587,0.0,3600,1,N/A (COGS pending),3,High
pendant-lights,6606562820257,Pierced Drum 2 Light Bar Ceiling Pendant Metal ~1591,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,6594009301153,4 Out Let White Set Adjustable Hanging Pendant Ceiling Light E27 Base~1593,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6594007826593,Industrial Pendant Light 3-Light E27~1597,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,6594007433377,Retro Industrial Ceiling E27 Hanging Pendant Light Shade Brushed Brass~1598,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6594007302305,Retro Industrial Ceiling E27 Hanging Pendant Light Shade Brushed Silver~1599,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6594007138465,Retro Copper Pendant Light | Industrial E27 Dome Ceiling Lamp~1600,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6594007007393,Black Pendant Light Dome Shape~1601,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6578508398753,Industrial Pendant Ceiling Light Black Wire Cage Lampshade Hanging Light Fitting~1603,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6573956989089,French Gold 3 Head Vintage Industrial Retro Loft Style Metal Ceiling Lampshade~1607,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6535720108193,Industrial 3 Light Pendant Multi Drop E27 Switch Holder Fitting~1622,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069694726305,Yellow 5 Outlet Ceiling Light Fixtures Black Hanging Pendant Lighting~1624,0.0,10,4,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069694496929,Blue 5 Outlet Ceiling Light Fixtures Black Hanging Pendant Lighting~1625,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069694365857,Grey 5 Outlet Ceiling Light Fixtures Black Hanging Pendant Lighting~1626,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069693939873,Blue And White Light Pendant Hanging Light Industrial 5 Outlet Pendant~1629,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069693579425,Vintage Metal Dome Pendant Lights Industrial Lighting Rustic Black~1632,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6069693317281,Industrial Hemp Rope Chandelier 5 Head Metal Ceiling Pendant Light~1633,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6054283411617,Metal Ceiling Pendant Light Modern Hemp Hanging Retro Lamps~1641,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095852705,Grey colour Modern Industrial Retro Lamp Shade Pendant Light~1644,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095787169,Light blue colour Modern Retro Loft Metal Ceiling Lamp Shade Pendant Light~1645,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095656097,Ceiling Pendant Light for Living room ~1647,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,6052095459489,Grey colour Retro Style Metal Ceiling Hanging Lamps for Living Room ~1650,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095393953,Modern Blue Colour Retro Ceiling Hanging Pendant Light Shade ~1651,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,6052095295649,Green colour Retro Style Metal Ceiling Hanging Pendant Light Shade Modern Design~1652,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095230113,Slotted Shape Metal Ceiling Pendant Light Modern Hemp Hanging Retro Lamps~1653,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095197345,Black Barn Pendant Light with gold holder ~1654,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,6052095099041,Metal Ceiling Pendant Light Modern Hemp Hanging Retro Lamps~1655,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6052095000737,Dome Hemp Rope Pendant Ceiling Light~1656,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6026337714337,E27 Ceiling Light Fitting Industrial Pendant Lamp Bulb Holder~1676,0.0,22200,1,N/A (COGS pending),3,High
pendant-lights,6026335518881,Black Ceiling Light Fitting Industrial Pendant Lamp Bulb Holder~1683,0.0,3600,0,N/A (COGS pending),3,High
pendant-lights,5971602702497,Light Blue Pendant Light Lampshade Ceiling Light Shade With Bulb~1795,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,5971602374817,Industrial Metal Pendant Lights E27 Base Lighting Fixture ~1797,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5971602014369,Blue Pendant Light Lampshade Ceiling Light Shade With Bulb~1799,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,5956239720609,Cream Style Rattan Wicker Ceiling Pendant Lampshade Hanging Decoration Lamp~1802,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956068606113,3 Head Red Ceiling Pendant Lights Lampshade~1803,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,5956068507809,Green 3 Light Cage Ceiling Light ~1804,0.0,110,1,N/A (COGS pending),6,Low
pendant-lights,5956068442273,Industrial Triple Cage Pendant Light 3 Way E27 Metal Fitting ~1805,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5956068343969,3 Head Gold Ceiling Pendant Lights Lampshade~1806,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,5956004413601,Blue Rattan Ceiling light shade ~1807,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,5956004249761,Black Chandelier with Ball Hanging Lamp Single Indoor Lamp Light~1808,0.0,2900,0,N/A (COGS pending),3,High
pendant-lights,5956004085921,Modern Medium Cream Lattice Wicker Rattan Globe Ball Style Ceiling Pendant Light Lampshade~1809,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5956003758241,Red Wicker Rattan Lampshade Ceiling Pendant Light~1811,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5956003299489,Blue Rattan Pendant Light 2-Head E27 Hanging Lamp ~1815,0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,5956003266721,Rattan Wicker Yellow Woven Ball Globe Two Outlet Pendant Lampshade~1816,0.0,590,1,N/A (COGS pending),6,Low
pendant-lights,5956003233953,Rattan Wicker Woven Red Ball Globe Pendant Lampshade Two Outlet~1817,0.0,590,2,N/A (COGS pending),6,Low
pendant-lights,5956003201185,Cream Rattan Wicker Woven Ball Globe Two Outlet Pendant Lampshade~1818,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956003168417,White Rattan Wicker Woven Ball Globe Pendant Lampshade Two Outlet~1819,0.0,1000,0,N/A (COGS pending),6,Low
pendant-lights,5956003037345,Two Outlet Black Rattan Wicker Woven Ball Globe Pendant Lampshade~1820,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,5956002840737,Blue Rattan Wicker Woven Pendant Lampshade Four Outlet~1822,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956002742433,Wicker Woven Ball  Yellow Pendant Lampshade~1823,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956002644129,Pendant Lampshade Four Outlet Red Rattan Wicker Woven Ball Globe~1824,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956002578593,Four Outlet Cream Rattan Wicker Woven Ball Globe Pendant Lampshade~1825,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5956002447521,Black Rattan Wicker Woven Ball Globe Pendant Lampshade Four Outlet~1827,0.0,1900,0,N/A (COGS pending),6,Low
pendant-lights,5950507614369,Colors Multi Outlet Lattice Wicker Rattan Globe Shade~1828,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5911744643233,Modern Gloss Royal Blue Metal Dome Ceiling Pendant Light~1843,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5911744446625,Light Blue Mettal 40cm Ceiling Lamp Pendant Light~1844,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5911743856801,Grey Metal Ceiling Light Pendant Shade Retro Lampshade~1846,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,5911743529121,Orange Metal Ceiling Lampshade Pendant Light Shade 40cm~1847,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,5911743234209,Red Retro Metal Cafe Diner Ceiling Light Pendant Lampshade~1848,0.0,0,3,N/A (COGS pending),1,Low — flag for review
pendant-lights,5907435552929,Modern Black Ceiling Light Shade Pendant Metal Dome Lamp Light~1853,0.0,3600,0,N/A (COGS pending),3,High
pendant-lights,5907435487393,Industrial  Brushed Copper Dome Pendant Hanging Lamp~1854,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5907435389089,Brushed Silver Retro Pendant Shade Metal Style pendant light~1855,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5907435323553,Rustic Red Industrial Metal Ceiling Pendant Shade Hanging Retro Light~1856,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5877380972705,Blue Style Rattan Wicker Ceiling Pendant Lampshade Hanging Decoration Lamp~1878,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,5877380513953,Rattan Pendant Light Fixtures Black 3 light ~1879,0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,5877379727521,3 Head Red Rattan Pendant Light Living Room Décor ~1881,0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,5874165448865,Modern Wicker Rattan Lampshade Ceiling Pendant Lamp Hanging Decoration Lamp~1882,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5873931583649,Metal Pendant Light Shade Black Retro Industrial Ceiling Lampshades Lighting Shades~1883,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,5873930829985,Rustic Red Modern Steel Lampshade Rustic Red Colour Retro Style Lighting~1886,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5873930535073,Brushed Brass Modern Vintage Industrial Ceiling Pendant Lamp ~1887,0.0,70,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,5814731702433,Hemp Rope 3 Head Pendant Ceiling Light Retro Lamp~1931,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5814731276449,"Metal Pendant Light - Rose Gold, E27 Base ~1932",0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,5806504837281,Grey Industrial Pendant Shade Modern Hemp Hanging Retro Light~1934,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5806504050849,Copper Hemp Hanging Retro Ceiling Industrial Light~1937,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5806503526561,Rustic Red Vintage Metal Ceiling Hemp Hanging Retro Light~1938,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5806502183073,Brushed Copper Pendant Shade Modern Hemp Hanging Retro Light~1940,0.0,30,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5805741998241,New ceiling lamps pendant lamp hanging lamp lamp industrial vintage lamp decoration~1943,0.0,0,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,5798909214881,Pendant lamp metal E27 retro industrial vintage hanging lamp ceiling lamp~1944,0.0,1000,0,N/A (COGS pending),6,Low
pendant-lights,5784601854113,Rattan Pendant Shade Fits Existing Standard Pendant Lounge Bedroom Kitchen~1960,0.0,720,0,N/A (COGS pending),6,Low
pendant-lights,5770426941601,Rustic Woven Cage Pendant Light Industrial Metal Rope Pendant Lighting Fixture~1965,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5758489100449,Copper Pendant Ceiling Lights For Your Home~1974,0.0,480,2,N/A (COGS pending),6,Low
pendant-lights,5758489034913,Modern Satin Nickel Pendant Lighting~1975,0.0,3600,0,N/A (COGS pending),3,High
pendant-lights,5758488871073,Modern Black Ceiling Pendant Lights ~1976,0.0,480,0,N/A (COGS pending),6,Low
pendant-lights,5753361334433,Satin Nickel Multi outlet Ceiling Pendant Kits~1985,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,5740007129249,Modern Industrial Vintage Style ceiling light pendant set chandelier metal lampshade hanging loft fitting lampshade fixture~2010,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5670350356641,Hemp Rope Pendant Light - E27 Base~2022,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5594436141217,Vintage Teardrop Adjustable Ceiling E27 Pendant Lighting~2048,0.0,1000,4,N/A (COGS pending),6,Low
pendant-lights,5543643676833,Vintage Industrial Metal Ceiling Pendant Shade | Retro Hanging Light~2056,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,5543091536033,E27 Cluster Ceiling Pendant Light with Fabric Flex ~2057,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5495924916385,3 Head Modern Chrome Ceiling Pendant Light Fitting Pendant Hanging Chandelier~2073,0.0,40,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,5482060284065,3 Head Modern Chandelier Pendant Light Shade Colour Ceiling Pendant Lampshades~2079,0.0,480,0,N/A (COGS pending),6,Low
pendant-lights,5471051612321,Glass Bowl Pendant Light~2090,0.0,1300,0,N/A (COGS pending),6,Low
